wine_id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,p_h,sulphates,alcohol,quality,region
1103,6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,6.47,France
1104,7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,5.76,Spain
1105,8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,5.8,Australia
1106,6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,5.33,Spain
1107,8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,6.04,Italy
1108,9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7.2,Australia
1109,8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5,5.2,France
1110,10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,5.92,Italy
1111,8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,5.71,Italy
1112,5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,6.66,Spain
1113,7.9,0.33,0.41,1.5,0.05599999999999999,6,35,0.99396,3.29,0.71,11,5.82,Italy
1114,8.9,0.24,0.39,1.6,0.07400000000000001,3,10,0.99698,3.12,0.59,9.5,5.91,USA
1115,5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,5.96,USA
1116,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6.42,France
1117,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,5.78,USA
1118,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6.09,Spain
1119,7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,5.78,USA
1120,5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,5.1,Australia
1121,7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,7.78,Spain
1122,6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,6.22,USA
1123,6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,6.5,Spain
1124,10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,6.44,Italy
1125,6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,4.13,Italy
1126,8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7.3,France
1127,5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,5.85,Australia
1128,6.3,0.76,0,2.9,0.07200000000000001,26,52,0.99379,3.51,0.6,11.5,5.61,USA
1129,10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,4.67,Australia
1130,10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,6.45,USA
1131,9.1,0.6,0,1.9,0.05799999999999999,5,10,0.9977,3.18,0.63,10.4,6.47,Spain
1132,5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,4.65,Spain
1133,7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,7.13,Spain
1134,7.2,0.48,0.07,5.5,0.08900000000000001,10,18,0.99684,3.37,0.68,11.2,7.2,USA
1135,8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,7.04,USA
1136,8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,6.07,Italy
1137,10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,5.85,Italy
1138,10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,5.86,France
1139,7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,5.15,Italy
1140,8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,6.19,Italy
1141,7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,5.78,Italy
1142,8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,5.7,France
1143,6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6.36,USA
1144,7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6.25,Italy
1145,7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,5.05,Italy
1146,8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6.3,France
1147,7.8,0.5,0.12,1.8,0.17800000000000002,6,21,0.996,3.28,0.87,9.8,5.7,Italy
1148,10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,6.64,Australia
1149,7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6.02,Spain
1150,10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,5.63,France
1151,8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,7.23,Spain
1152,6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,5.55,Australia
1153,8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5.17,USA
1154,9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6.1,France
1155,6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,6.25,Spain
1156,8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,4.59,USA
1157,8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7.26,Australia
1158,5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,6.75,Spain
1159,6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,6.08,Australia
1160,10.2,0.41,0.43,2.2,0.11,11,37,0.99728000000000006,3.16,0.67,10.8,5.47,USA
1161,10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,7.47,France
1162,8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,5.61,France
1163,8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7.14,Australia
1164,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,4.89,France
1165,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5.0600000000000005,Australia
1166,8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,4.76,Italy
1167,9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2,4.94,Italy
1168,8.2,0.33,0.39,2.5,0.07400000000000001,29,48,0.99528,3.32,0.88,12.4,6.92,Australia
1169,6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6.34,Australia
1170,7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,5.82,Australia
1171,9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6.37,Spain
1172,7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,5.58,Italy
1173,9.7,0.42,0.46,2.1,0.07400000000000001,5,16,0.99649,3.27,0.74,12.3,5.53,Italy
1174,7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,5.68,Spain
1175,7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,5.69,France
1176,6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,6.1,Australia
1177,6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,3.98,Italy
1178,7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,6.88,Spain
1179,5.6,0.915,0,2.1,0.04099999999999999,17,78,0.99346,3.68,0.73,11.4,5.26,Australia
1180,8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6.21,Spain
1181,8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,5.93,Spain
1182,9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,5.46,Australia
1183,10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,5.8,Spain
1184,6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,4.55,Spain
1185,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5.15,Australia
1186,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,5.92,USA
1187,6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,5.48,Australia
1188,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,5.64,France
1189,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5.42,Australia
1190,8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4.49,France
1191,9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,5.86,Australia
1192,6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5.4,France
1193,7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7.14,Australia
1194,6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5.32,France
1195,7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,6.36,Italy
1196,6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,5.97,Spain
1197,7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6.38,Italy
1198,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,5.98,USA
1199,7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,5.88,USA
1200,7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,5.75,USA
1201,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,5.84,Spain
1202,7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,7.21,USA
1203,8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,8.16,Spain
1204,9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,5.47,France
1205,7.2,0.36,0.46,2.1,0.07400000000000001,24,44,0.99534,3.4,0.85,11,6.76,Italy
1206,7.2,0.36,0.46,2.1,0.07400000000000001,24,44,0.99534,3.4,0.85,11,6.8,France
1207,7.2,0.36,0.46,2.1,0.07400000000000001,24,44,0.99534,3.4,0.85,11,7.33,Spain
1208,9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,5.04,Spain
1209,7.2,0.36,0.46,2.1,0.07400000000000001,24,44,0.99534,3.4,0.85,11,7.2,Australia
1210,6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,7.2,France
1211,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,5.92,Italy
1212,6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,4.71,Australia
1213,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,5.66,USA
1214,9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,5.82,France
1215,10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,5.91,USA
1216,8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,5.96,France
1217,7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,6.42,Australia
1218,8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,5.78,USA
1219,8.2,0.4,0.31,1.9,0.08199999999999999,8,24,0.996,3.24,0.69,10.6,6.09,Australia
1220,9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,5.78,Italy
1221,10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6.1,Spain
1222,10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,5.78,Australia
1223,8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,6.22,Australia
1224,10.5,0.36,0.47,2.2,0.07400000000000001,9,23,0.99638,3.23,0.76,12,6.5,Spain
1225,12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,6.44,USA
1226,9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,5.13,Spain
1227,7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,5.3,Italy
1228,9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,4.85,Spain
1229,5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,6.61,Spain
1230,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,4.67,USA
1231,7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,6.45,Australia
1232,7.8,0.815,0.01,2.6,0.07400000000000001,48,90,0.99621,3.38,0.62,10.8,5.47,France
1233,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,4.65,USA
1234,10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,4.13,Australia
1235,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6.2,France
1236,6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,4.04,Italy
1237,7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,6.07,Spain
1238,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,5.85,Spain
1239,8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,3.86,Australia
1240,6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,4.15,Australia
1241,7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,5.19,France
1242,9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,4.78,USA
1243,9,0.4,0.41,2,0.05799999999999999,15,40,0.99414,3.22,0.6,12.2,5.7,France
1244,8.3,0.56,0.22,2.4,0.08199999999999999,10,86,0.9983,3.37,0.62,9.5,5.36,Italy
1245,5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,6.25,Spain
1246,7.4,0.55,0.19,1.8,0.08199999999999999,15,34,0.99655,3.49,0.68,10.5,5.05,Italy
1247,7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,5.3,USA
1248,7.4,0.55,0.19,1.8,0.08199999999999999,15,34,0.99655,3.49,0.68,10.5,4.7,France
1249,6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,5.64,Italy
1250,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6.02,France
1251,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,5.63,Australia
1252,7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,5.23,Spain
1253,7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,4.55,Spain
1254,7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,5.17,Italy
1255,7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,5.1,Spain
1256,6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,5.25,France
1257,7.5,0.59,0.22,1.8,0.08199999999999999,43,60,0.99499,3.1,0.42,9.2,4.59,France
1258,7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6.26,Italy
1259,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,5.75,Italy
1260,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6.08,Italy
1261,8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,5.47,Australia
1262,6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,4.47,USA
1263,9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,4.61,Spain
1264,8.2,0.78,0,2.2,0.08900000000000001,13,26,0.9978,3.37,0.46,9.6,4.14,USA
1265,8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,5.89,Italy
1266,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6.0600000000000005,Australia
1267,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,5.76,USA
1268,10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,5.94,Spain
1269,6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,5.92,Italy
1270,5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,8.34,Italy
1271,5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,5.82,Italy
1272,7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,6.37,Spain
1273,5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,4.58,Spain
1274,7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,4.53,USA
1275,7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,5.68,Australia
1276,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,5.69,Italy
1277,8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,4.1,Australia
1278,7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,5.98,Italy
1279,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,5.88,Spain
1280,9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7.26,Italy
1281,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6.21,Spain
1282,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,5.93,Australia
1283,7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,6.46,Australia
1284,8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,5.8,Australia
1285,7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,4.55,Australia
1286,11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,5.15,Spain
1287,7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,5.92,France
1288,8,0.6,0.08,2.6,0.05599999999999999,3,7,0.99286,3.22,0.37,13,5.48,Australia
1289,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,4.64,Australia
1290,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5.42,France
1291,7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,5.49,Spain
1292,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,5.86,USA
1293,5.9,0.395,0.13,2.4,0.05599999999999999,14,28,0.99362,3.62,0.67,12.4,6.4,Italy
1294,7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,4.14,Italy
1295,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6.32,Australia
1296,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5.36,Australia
1297,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,4.97,USA
1298,7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6.38,France
1299,5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,5.98,USA
1300,7.6,1.58,0,2.1,0.13699999999999998,5,9,0.99476,3.5,0.4,10.9,2.88,Italy
1301,5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,5.75,Australia
1302,6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,5.84,Spain
1303,9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,6.21,Italy
1304,8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,5.16,Italy
1305,7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,5.47,Spain
1306,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,4.76,USA
1307,9.7,0.69,0.32,2.5,0.08800000000000001,22,91,0.9979,3.29,0.62,10.1,4.8,Australia
1308,6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,4.33,France
1309,9.7,0.69,0.32,2.5,0.08800000000000001,22,91,0.9979,3.29,0.62,10.1,5.04,Spain
1310,7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,5.2,Italy
1311,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5.2,France
1312,6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,5.92,USA
1313,8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,4.71,USA
1314,7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,5.66,France
1315,7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,5.82,Spain
1316,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,5.91,USA
1317,5.4,0.74,0,1.2,0.04099999999999999,16,46,0.99258,4.01,0.59,12.5,5.96,Australia
1318,9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,6.42,France
1319,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,5.78,Australia
1320,9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,6.09,USA
1321,9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,4.78,Australia
1322,5,0.74,0,1.2,0.04099999999999999,16,46,0.99258,4.01,0.59,12.5,6.1,Spain
1323,9.1,0.34,0.42,1.8,0.05799999999999999,9,18,0.99392,3.18,0.55,11.4,4.78,Spain
1324,9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,7.22,USA
1325,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6.5,USA
1326,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6.44,Spain
1327,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6.13,Spain
1328,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6.3,France
1329,6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,4.85,France
1330,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,5.61,Spain
1331,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,5.67,USA
1332,7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,5.45,France
1333,8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6.47,USA
1334,9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,4.65,France
1335,7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,5.13,Italy
1336,6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,6.2,France
1337,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5.04,Australia
1338,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5.07,USA
1339,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,4.85,USA
1340,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,5.86,Australia
1341,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6.15,France
1342,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6.19,Australia
1343,7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,5.78,Spain
1344,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,5.7,Spain
1345,11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,5.36,France
1346,8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6.25,France
1347,6.1,0.59,0.01,2.1,0.05599999999999999,5,13,0.99472,3.52,0.56,11.4,5.05,USA
1348,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5.3,France
1349,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,4.7,Australia
1350,6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,4.64,Spain
1351,9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,5.02,USA
1352,7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,5.63,Spain
1353,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5.23,Italy
1354,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,4.55,Australia
1355,7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,5.17,USA
1356,6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,5.1,USA
1357,6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,5.25,France
1358,7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,5.59,Spain
1359,7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,5.26,Italy
1360,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,5.75,Italy
1361,9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,5.08,USA
1362,8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,5.47,Australia
1363,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,6.47,France
1364,8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,3.61,Australia
1365,7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6.14,Italy
1366,7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,4.89,Australia
1367,7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,5.0600000000000005,Italy
1368,6.9,0.54,0.3,2.2,0.08800000000000001,9,105,0.99725,3.25,1.18,10.5,5.76,USA
1369,8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,5.94,France
1370,6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,3.92,Australia
1371,8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5.34,Spain
1372,7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,5.82,Spain
1373,8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5.37,France
1374,7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,4.58,Italy
