Quarter,Year,Quarter_single,HBName,AdmissionType,SIMD,Episodes,LengthOfEpisode,AverageLengthOfEpisode,Stays,LengthOfStay,AverageLengthOfStay
2018Q4,2018,Q4,NHS Dumfries and Galloway,Elective Inpatients,2,148,327,2.209459459,198,563,2.843434343
2019Q1,2019,Q1,NHS Dumfries and Galloway,Elective Inpatients,2,119,242,2.033613445,163,394,2.417177914
2019Q2,2019,Q2,NHS Dumfries and Galloway,Elective Inpatients,2,123,243,1.975609756,182,454,2.494505495
2019Q3,2019,Q3,NHS Dumfries and Galloway,Elective Inpatients,2,112,254,2.267857143,177,432,2.440677966
2019Q4,2019,Q4,NHS Dumfries and Galloway,Elective Inpatients,2,116,288,2.482758621,160,432,2.7
2020Q1,2020,Q1,NHS Dumfries and Galloway,Elective Inpatients,2,85,202,2.376470588,127,322,2.535433071
2020Q2,2020,Q2,NHS Dumfries and Galloway,Elective Inpatients,2,38,49,1.289473684,55,145,2.636363636
2020Q3,2020,Q3,NHS Dumfries and Galloway,Elective Inpatients,2,85,115,1.352941176,132,276,2.090909091
2020Q4,2020,Q4,NHS Dumfries and Galloway,Elective Inpatients,2,79,64,0.810126582,132,331,2.507575758
2021Q1,2021,Q1,NHS Dumfries and Galloway,Elective Inpatients,2,56,80,1.428571429,80,226,2.825
2021Q2,2021,Q2,NHS Dumfries and Galloway,Elective Inpatients,2,80,103,1.2875,131,442,3.374045802
2021Q3,2021,Q3,NHS Dumfries and Galloway,Elective Inpatients,2,48,63,1.3125,83,187,2.253012048
2021Q4,2021,Q4,NHS Dumfries and Galloway,Elective Inpatients,2,49,57,1.163265306,83,228,2.746987952
2022Q1,2022,Q1,NHS Dumfries and Galloway,Elective Inpatients,2,77,104,1.350649351,111,349,3.144144144
2022Q2,2022,Q2,NHS Dumfries and Galloway,Elective Inpatients,2,95,110,1.157894737,142,348,2.450704225
2022Q3,2022,Q3,NHS Dumfries and Galloway,Elective Inpatients,2,93,149,1.602150538,129,328,2.542635659
2022Q4,2022,Q4,NHS Dumfries and Galloway,Elective Inpatients,2,103,89,0.86407767,134,381,2.843283582
2017Q4,2017,Q4,NHS Dumfries and Galloway,Elective Inpatients,3,209,411,1.966507177,232,892,3.844827586
2018Q1,2018,Q1,NHS Dumfries and Galloway,Elective Inpatients,3,245,486,1.983673469,247,594,2.4048583
2018Q2,2018,Q2,NHS Dumfries and Galloway,Elective Inpatients,3,234,447,1.91025641,257,936,3.642023346
2018Q3,2018,Q3,NHS Dumfries and Galloway,Elective Inpatients,3,179,395,2.206703911,237,571,2.4092827
2018Q4,2018,Q4,NHS Dumfries and Galloway,Elective Inpatients,3,187,418,2.235294118,242,547,2.260330579
2019Q1,2019,Q1,NHS Dumfries and Galloway,Elective Inpatients,3,149,353,2.369127517,242,649,2.681818182
2019Q2,2019,Q2,NHS Dumfries and Galloway,Elective Inpatients,3,164,331,2.018292683,247,644,2.607287449
2019Q3,2019,Q3,NHS Dumfries and Galloway,Elective Inpatients,3,154,412,2.675324675,254,784,3.086614173
2019Q4,2019,Q4,NHS Dumfries and Galloway,Elective Inpatients,3,166,340,2.048192771,241,597,2.477178423
2020Q1,2020,Q1,NHS Dumfries and Galloway,Elective Inpatients,3,147,254,1.727891156,202,442,2.188118812
2020Q2,2020,Q2,NHS Dumfries and Galloway,Elective Inpatients,3,57,73,1.280701754,70,233,3.328571429
2020Q3,2020,Q3,NHS Dumfries and Galloway,Elective Inpatients,3,108,134,1.240740741,160,364,2.275
2020Q4,2020,Q4,NHS Dumfries and Galloway,Elective Inpatients,3,116,155,1.336206897,204,506,2.480392157
2021Q1,2021,Q1,NHS Dumfries and Galloway,Elective Inpatients,3,81,95,1.172839506,116,280,2.413793103
2021Q2,2021,Q2,NHS Dumfries and Galloway,Elective Inpatients,3,105,157,1.495238095,182,405,2.225274725
2021Q3,2021,Q3,NHS Dumfries and Galloway,Elective Inpatients,3,62,85,1.370967742,105,266,2.533333333
2021Q4,2021,Q4,NHS Dumfries and Galloway,Elective Inpatients,3,71,91,1.281690141,139,424,3.050359712
2022Q1,2022,Q1,NHS Dumfries and Galloway,Elective Inpatients,3,98,121,1.234693878,138,364,2.637681159
2022Q2,2022,Q2,NHS Dumfries and Galloway,Elective Inpatients,3,120,144,1.2,161,471,2.925465839
2022Q3,2022,Q3,NHS Dumfries and Galloway,Elective Inpatients,3,119,155,1.302521008,159,423,2.660377358
2022Q4,2022,Q4,NHS Dumfries and Galloway,Elective Inpatients,3,150,103,0.686666667,188,551,2.930851064
2017Q4,2017,Q4,NHS Dumfries and Galloway,Elective Inpatients,4,78,176,2.256410256,89,207,2.325842697
2018Q1,2018,Q1,NHS Dumfries and Galloway,Elective Inpatients,4,83,207,2.493975904,84,447,5.321428571
2018Q2,2018,Q2,NHS Dumfries and Galloway,Elective Inpatients,4,89,252,2.831460674,96,290,3.020833333
2018Q3,2018,Q3,NHS Dumfries and Galloway,Elective Inpatients,4,92,240,2.608695652,117,365,3.11965812
2018Q4,2018,Q4,NHS Dumfries and Galloway,Elective Inpatients,4,81,152,1.87654321,98,261,2.663265306
2019Q1,2019,Q1,NHS Dumfries and Galloway,Elective Inpatients,4,68,159,2.338235294,100,366,3.66
2019Q2,2019,Q2,NHS Dumfries and Galloway,Elective Inpatients,4,92,214,2.326086957,115,395,3.434782609
2019Q3,2019,Q3,NHS Dumfries and Galloway,Elective Inpatients,4,61,132,2.163934426,95,263,2.768421053
2019Q4,2019,Q4,NHS Dumfries and Galloway,Elective Inpatients,4,68,165,2.426470588,105,263,2.504761905
2020Q1,2020,Q1,NHS Dumfries and Galloway,Elective Inpatients,4,64,140,2.1875,91,245,2.692307692
2020Q2,2020,Q2,NHS Dumfries and Galloway,Elective Inpatients,4,23,23,1,29,46,1.586206897
2020Q3,2020,Q3,NHS Dumfries and Galloway,Elective Inpatients,4,49,63,1.285714286,69,198,2.869565217
2020Q4,2020,Q4,NHS Dumfries and Galloway,Elective Inpatients,4,53,59,1.113207547,85,154,1.811764706
2021Q1,2021,Q1,NHS Dumfries and Galloway,Elective Inpatients,4,40,43,1.075,54,136,2.518518519
2021Q2,2021,Q2,NHS Dumfries and Galloway,Elective Inpatients,4,52,66,1.269230769,88,229,2.602272727
2021Q3,2021,Q3,NHS Dumfries and Galloway,Elective Inpatients,4,36,35,0.972222222,69,163,2.362318841
2021Q4,2021,Q4,NHS Dumfries and Galloway,Elective Inpatients,4,35,37,1.057142857,65,132,2.030769231
2022Q1,2022,Q1,NHS Dumfries and Galloway,Elective Inpatients,4,39,45,1.153846154,64,382,5.96875
2022Q2,2022,Q2,NHS Dumfries and Galloway,Elective Inpatients,4,67,67,1,85,182,2.141176471
2022Q3,2022,Q3,NHS Dumfries and Galloway,Elective Inpatients,4,50,47,0.94,77,173,2.246753247
2022Q4,2022,Q4,NHS Dumfries and Galloway,Elective Inpatients,4,60,68,1.133333333,75,214,2.853333333
2017Q4,2017,Q4,NHS Dumfries and Galloway,Elective Inpatients,5,43,68,1.581395349,45,85,1.888888889
2018Q1,2018,Q1,NHS Dumfries and Galloway,Elective Inpatients,5,50,95,1.9,49,122,2.489795918
2018Q2,2018,Q2,NHS Dumfries and Galloway,Elective Inpatients,5,50,112,2.24,60,241,4.016666667
2018Q3,2018,Q3,NHS Dumfries and Galloway,Elective Inpatients,5,34,57,1.676470588,40,81,2.025
2018Q4,2018,Q4,NHS Dumfries and Galloway,Elective Inpatients,5,36,83,2.305555556,40,118,2.95
2019Q1,2019,Q1,NHS Dumfries and Galloway,Elective Inpatients,5,26,53,2.038461538,42,75,1.785714286
2019Q2,2019,Q2,NHS Dumfries and Galloway,Elective Inpatients,5,25,63,2.52,35,142,4.057142857
2019Q3,2019,Q3,NHS Dumfries and Galloway,Elective Inpatients,5,30,63,2.1,47,153,3.255319149
2019Q4,2019,Q4,NHS Dumfries and Galloway,Elective Inpatients,5,36,84,2.333333333,45,126,2.8
2020Q1,2020,Q1,NHS Dumfries and Galloway,Elective Inpatients,5,29,45,1.551724138,45,118,2.622222222
2020Q2,2020,Q2,NHS Dumfries and Galloway,Elective Inpatients,5,10,15,1.5,10,40,4
2020Q3,2020,Q3,NHS Dumfries and Galloway,Elective Inpatients,5,21,23,1.095238095,34,62,1.823529412
2020Q4,2020,Q4,NHS Dumfries and Galloway,Elective Inpatients,5,25,25,1,40,85,2.125
2021Q1,2021,Q1,NHS Dumfries and Galloway,Elective Inpatients,5,15,32,2.133333333,20,64,3.2
2021Q2,2021,Q2,NHS Dumfries and Galloway,Elective Inpatients,5,20,38,1.9,40,99,2.475
2021Q3,2021,Q3,NHS Dumfries and Galloway,Elective Inpatients,5,10,8,0.8,20,65,3.25
2021Q4,2021,Q4,NHS Dumfries and Galloway,Elective Inpatients,5,21,26,1.238095238,30,67,2.233333333
2022Q1,2022,Q1,NHS Dumfries and Galloway,Elective Inpatients,5,20,11,0.55,30,99,3.3
2022Q2,2022,Q2,NHS Dumfries and Galloway,Elective Inpatients,5,30,30,1,38,70,1.842105263
2022Q3,2022,Q3,NHS Dumfries and Galloway,Elective Inpatients,5,27,35,1.296296296,33,102,3.090909091
2022Q4,2022,Q4,NHS Dumfries and Galloway,Elective Inpatients,5,25,16,0.64,35,80,2.285714286
2019Q4,2019,Q4,NHS Dumfries and Galloway,Elective Inpatients,NA,0,0,NA,0,0,NA
2020Q1,2020,Q1,NHS Dumfries and Galloway,Elective Inpatients,NA,0,0,NA,0,0,NA
2021Q1,2021,Q1,NHS Dumfries and Galloway,Elective Inpatients,NA,0,0,NA,0,0,NA
2022Q1,2022,Q1,NHS Dumfries and Galloway,Elective Inpatients,NA,0,0,NA,0,0,NA
2022Q3,2022,Q3,NHS Dumfries and Galloway,Elective Inpatients,NA,0,0,NA,0,0,NA
2022Q4,2022,Q4,NHS Dumfries and Galloway,Elective Inpatients,NA,0,0,NA,5,5,1
2017Q4,2017,Q4,NHS Fife,Elective Inpatients,1,263,563,2.140684411,268,690,2.574626866
2018Q1,2018,Q1,NHS Fife,Elective Inpatients,1,273,450,1.648351648,270,475,1.759259259
2018Q2,2018,Q2,NHS Fife,Elective Inpatients,1,296,706,2.385135135,297,1034,3.481481481
2018Q3,2018,Q3,NHS Fife,Elective Inpatients,1,283,540,1.908127208,284,863,3.038732394
2018Q4,2018,Q4,NHS Fife,Elective Inpatients,1,273,524,1.919413919,276,815,2.952898551
2019Q1,2019,Q1,NHS Fife,Elective Inpatients,1,282,513,1.819148936,287,737,2.567944251
2019Q2,2019,Q2,NHS Fife,Elective Inpatients,1,279,514,1.842293907,281,712,2.533807829
2019Q3,2019,Q3,NHS Fife,Elective Inpatients,1,289,526,1.820069204,291,691,2.374570447
2019Q4,2019,Q4,NHS Fife,Elective Inpatients,1,298,560,1.879194631,305,868,2.845901639
2020Q1,2020,Q1,NHS Fife,Elective Inpatients,1,272,576,2.117647059,280,957,3.417857143
2020Q2,2020,Q2,NHS Fife,Elective Inpatients,1,67,112,1.671641791,68,265,3.897058824
2020Q3,2020,Q3,NHS Fife,Elective Inpatients,1,184,269,1.461956522,186,481,2.586021505
2020Q4,2020,Q4,NHS Fife,Elective Inpatients,1,199,313,1.572864322,202,404,2
2021Q1,2021,Q1,NHS Fife,Elective Inpatients,1,124,221,1.782258065,126,255,2.023809524
2021Q2,2021,Q2,NHS Fife,Elective Inpatients,1,259,399,1.540540541,267,593,2.220973783
2021Q3,2021,Q3,NHS Fife,Elective Inpatients,1,204,321,1.573529412,203,416,2.049261084
2021Q4,2021,Q4,NHS Fife,Elective Inpatients,1,183,287,1.568306011,190,429,2.257894737
2022Q1,2022,Q1,NHS Fife,Elective Inpatients,1,170,197,1.158823529,171,358,2.093567251
2022Q2,2022,Q2,NHS Fife,Elective Inpatients,1,206,351,1.703883495,211,445,2.109004739
2022Q3,2022,Q3,NHS Fife,Elective Inpatients,1,203,331,1.630541872,204,443,2.171568627
2022Q4,2022,Q4,NHS Fife,Elective Inpatients,1,225,382,1.697777778,230,609,2.647826087
2017Q4,2017,Q4,NHS Fife,Elective Inpatients,2,329,933,2.835866261,332,1117,3.364457831
2018Q1,2018,Q1,NHS Fife,Elective Inpatients,2,281,513,1.825622776,284,683,2.404929577
2018Q2,2018,Q2,NHS Fife,Elective Inpatients,2,309,597,1.932038835,311,671,2.15755627
2018Q3,2018,Q3,NHS Fife,Elective Inpatients,2,312,628,2.012820513,317,966,3.047318612
2018Q4,2018,Q4,NHS Fife,Elective Inpatients,2,299,531,1.775919732,310,755,2.435483871
2019Q1,2019,Q1,NHS Fife,Elective Inpatients,2,297,502,1.69023569,300,686,2.286666667
2019Q2,2019,Q2,NHS Fife,Elective Inpatients,2,300,551,1.836666667,302,798,2.642384106
2019Q3,2019,Q3,NHS Fife,Elective Inpatients,2,294,559,1.901360544,296,829,2.800675676
2019Q4,2019,Q4,NHS Fife,Elective Inpatients,2,335,637,1.901492537,339,867,2.557522124
2020Q1,2020,Q1,NHS Fife,Elective Inpatients,2,290,481,1.65862069,295,657,2.227118644
2020Q2,2020,Q2,NHS Fife,Elective Inpatients,2,75,115,1.533333333,80,237,2.9625
2020Q3,2020,Q3,NHS Fife,Elective Inpatients,2,186,331,1.779569892,188,521,2.771276596
2020Q4,2020,Q4,NHS Fife,Elective Inpatients,2,199,401,2.015075377,205,490,2.390243902
2021Q1,2021,Q1,NHS Fife,Elective Inpatients,2,137,319,2.328467153,138,391,2.833333333
2021Q2,2021,Q2,NHS Fife,Elective Inpatients,2,242,384,1.58677686,248,561,2.262096774
2021Q3,2021,Q3,NHS Fife,Elective Inpatients,2,229,426,1.860262009,229,531,2.318777293
2021Q4,2021,Q4,NHS Fife,Elective Inpatients,2,201,431,2.144278607,209,549,2.626794258
2022Q1,2022,Q1,NHS Fife,Elective Inpatients,2,190,261,1.373684211,194,501,2.582474227
2022Q2,2022,Q2,NHS Fife,Elective Inpatients,2,213,322,1.511737089,215,471,2.190697674
2022Q3,2022,Q3,NHS Fife,Elective Inpatients,2,223,289,1.295964126,226,394,1.743362832
2022Q4,2022,Q4,NHS Fife,Elective Inpatients,2,205,381,1.858536585,212,534,2.518867925
2017Q4,2017,Q4,NHS Fife,Elective Inpatients,3,242,505,2.08677686,253,743,2.936758893
2018Q1,2018,Q1,NHS Fife,Elective Inpatients,3,258,477,1.848837209,257,675,2.626459144
2018Q2,2018,Q2,NHS Fife,Elective Inpatients,3,279,498,1.784946237,279,661,2.369175627
2018Q3,2018,Q3,NHS Fife,Elective Inpatients,3,245,438,1.787755102,253,640,2.529644269
2018Q4,2018,Q4,NHS Fife,Elective Inpatients,3,279,668,2.394265233,284,829,2.919014085
2019Q1,2019,Q1,NHS Fife,Elective Inpatients,3,245,478,1.951020408,245,644,2.628571429
2019Q2,2019,Q2,NHS Fife,Elective Inpatients,3,291,433,1.487972509,298,717,2.406040268
2019Q3,2019,Q3,NHS Fife,Elective Inpatients,3,250,404,1.616,258,627,2.430232558
2019Q4,2019,Q4,NHS Fife,Elective Inpatients,3,240,473,1.970833333,243,559,2.300411523
2020Q1,2020,Q1,NHS Fife,Elective Inpatients,3,212,363,1.712264151,223,610,2.735426009
2020Q2,2020,Q2,NHS Fife,Elective Inpatients,3,64,107,1.671875,67,155,2.313432836
2020Q3,2020,Q3,NHS Fife,Elective Inpatients,3,167,248,1.48502994,174,367,2.109195402
2020Q4,2020,Q4,NHS Fife,Elective Inpatients,3,180,301,1.672222222,182,334,1.835164835
2021Q1,2021,Q1,NHS Fife,Elective Inpatients,3,110,224,2.036363636,109,245,2.247706422
2021Q2,2021,Q2,NHS Fife,Elective Inpatients,3,203,401,1.975369458,205,506,2.468292683
2021Q3,2021,Q3,NHS Fife,Elective Inpatients,3,215,309,1.437209302,216,400,1.851851852
2021Q4,2021,Q4,NHS Fife,Elective Inpatients,3,155,200,1.290322581,159,281,1.767295597
2022Q1,2022,Q1,NHS Fife,Elective Inpatients,3,184,287,1.559782609,185,435,2.351351351
2022Q2,2022,Q2,NHS Fife,Elective Inpatients,3,166,223,1.343373494,173,488,2.820809249
2022Q3,2022,Q3,NHS Fife,Elective Inpatients,3,182,299,1.642857143,185,391,2.113513514
2022Q4,2022,Q4,NHS Fife,Elective Inpatients,3,208,341,1.639423077,210,428,2.038095238
2017Q4,2017,Q4,NHS Fife,Elective Inpatients,4,241,470,1.950207469,241,600,2.489626556
2018Q1,2018,Q1,NHS Fife,Elective Inpatients,4,221,528,2.389140271,223,722,3.237668161
2018Q2,2018,Q2,NHS Fife,Elective Inpatients,4,257,505,1.964980545,257,718,2.793774319
2018Q3,2018,Q3,NHS Fife,Elective Inpatients,4,211,447,2.118483412,217,625,2.880184332
2018Q4,2018,Q4,NHS Fife,Elective Inpatients,4,211,538,2.549763033,214,907,4.238317757
2019Q1,2019,Q1,NHS Fife,Elective Inpatients,4,205,410,2,211,756,3.582938389
2019Q2,2019,Q2,NHS Fife,Elective Inpatients,4,230,429,1.865217391,236,639,2.707627119
2019Q3,2019,Q3,NHS Fife,Elective Inpatients,4,236,394,1.669491525,236,554,2.347457627
2019Q4,2019,Q4,NHS Fife,Elective Inpatients,4,235,430,1.829787234,236,561,2.377118644
2020Q1,2020,Q1,NHS Fife,Elective Inpatients,4,212,431,2.033018868,221,720,3.257918552
2020Q2,2020,Q2,NHS Fife,Elective Inpatients,4,48,58,1.208333333,50,103,2.06
2020Q3,2020,Q3,NHS Fife,Elective Inpatients,4,143,225,1.573426573,150,348,2.32
2020Q4,2020,Q4,NHS Fife,Elective Inpatients,4,163,337,2.067484663,165,363,2.2
2021Q1,2021,Q1,NHS Fife,Elective Inpatients,4,95,174,1.831578947,94,178,1.893617021
2021Q2,2021,Q2,NHS Fife,Elective Inpatients,4,198,325,1.641414141,203,462,2.275862069
2021Q3,2021,Q3,NHS Fife,Elective Inpatients,4,203,386,1.901477833,202,525,2.599009901
2021Q4,2021,Q4,NHS Fife,Elective Inpatients,4,184,262,1.423913043,190,536,2.821052632
2022Q1,2022,Q1,NHS Fife,Elective Inpatients,4,154,228,1.480519481,160,418,2.6125
2022Q2,2022,Q2,NHS Fife,Elective Inpatients,4,165,289,1.751515152,169,433,2.562130178
2022Q3,2022,Q3,NHS Fife,Elective Inpatients,4,176,295,1.676136364,181,388,2.143646409
2022Q4,2022,Q4,NHS Fife,Elective Inpatients,4,198,328,1.656565657,199,369,1.854271357
2017Q4,2017,Q4,NHS Fife,Elective Inpatients,5,182,370,2.032967033,182,485,2.664835165
2018Q1,2018,Q1,NHS Fife,Elective Inpatients,5,182,322,1.769230769,185,475,2.567567568
2018Q2,2018,Q2,NHS Fife,Elective Inpatients,5,195,409,2.097435897,196,505,2.576530612
2018Q3,2018,Q3,NHS Fife,Elective Inpatients,5,180,379,2.105555556,183,479,2.617486339
2018Q4,2018,Q4,NHS Fife,Elective Inpatients,5,192,422,2.197916667,191,514,2.691099476
2019Q1,2019,Q1,NHS Fife,Elective Inpatients,5,216,469,2.171296296,213,607,2.849765258
2019Q2,2019,Q2,NHS Fife,Elective Inpatients,5,178,263,1.47752809,182,604,3.318681319
2019Q3,2019,Q3,NHS Fife,Elective Inpatients,5,202,366,1.811881188,207,468,2.260869565
2019Q4,2019,Q4,NHS Fife,Elective Inpatients,5,222,485,2.184684685,229,852,3.720524017
2020Q1,2020,Q1,NHS Fife,Elective Inpatients,5,182,279,1.532967033,191,412,2.157068063
2020Q2,2020,Q2,NHS Fife,Elective Inpatients,5,41,91,2.219512195,40,116,2.9
2020Q3,2020,Q3,NHS Fife,Elective Inpatients,5,133,261,1.962406015,136,371,2.727941176
2020Q4,2020,Q4,NHS Fife,Elective Inpatients,5,150,380,2.533333333,154,421,2.733766234
2021Q1,2021,Q1,NHS Fife,Elective Inpatients,5,77,184,2.38961039,79,208,2.632911392
2021Q2,2021,Q2,NHS Fife,Elective Inpatients,5,173,264,1.526011561,171,335,1.959064327
2021Q3,2021,Q3,NHS Fife,Elective Inpatients,5,150,210,1.4,155,324,2.090322581
2021Q4,2021,Q4,NHS Fife,Elective Inpatients,5,167,261,1.562874251,169,327,1.934911243
2022Q1,2022,Q1,NHS Fife,Elective Inpatients,5,121,164,1.355371901,123,475,3.861788618
2022Q2,2022,Q2,NHS Fife,Elective Inpatients,5,167,257,1.538922156,168,325,1.93452381
2022Q3,2022,Q3,NHS Fife,Elective Inpatients,5,147,205,1.394557823,149,392,2.630872483
2022Q4,2022,Q4,NHS Fife,Elective Inpatients,5,165,256,1.551515152,171,375,2.192982456
2019Q3,2019,Q3,NHS Fife,Elective Inpatients,NA,0,0,NA,0,0,NA
2019Q4,2019,Q4,NHS Fife,Elective Inpatients,NA,0,0,NA,0,0,NA
2022Q2,2022,Q2,NHS Fife,Elective Inpatients,NA,0,6,NA,0,6,NA
2017Q4,2017,Q4,NHS Forth Valley,Elective Inpatients,1,116,291,2.50862069,115,404,3.513043478
2018Q1,2018,Q1,NHS Forth Valley,Elective Inpatients,1,111,235,2.117117117,113,366,3.238938053
2018Q2,2018,Q2,NHS Forth Valley,Elective Inpatients,1,128,233,1.8203125,130,317,2.438461538
2018Q3,2018,Q3,NHS Forth Valley,Elective Inpatients,1,112,231,2.0625,112,313,2.794642857
2018Q4,2018,Q4,NHS Forth Valley,Elective Inpatients,1,133,258,1.939849624,136,375,2.757352941
2019Q1,2019,Q1,NHS Forth Valley,Elective Inpatients,1,113,244,2.159292035,113,225,1.991150442
2019Q2,2019,Q2,NHS Forth Valley,Elective Inpatients,1,131,208,1.58778626,137,335,2.445255474
2019Q3,2019,Q3,NHS Forth Valley,Elective Inpatients,1,132,246,1.863636364,132,295,2.234848485
2019Q4,2019,Q4,NHS Forth Valley,Elective Inpatients,1,114,169,1.48245614,119,230,1.932773109
2020Q1,2020,Q1,NHS Forth Valley,Elective Inpatients,1,131,160,1.221374046,133,183,1.37593985
2020Q2,2020,Q2,NHS Forth Valley,Elective Inpatients,1,26,48,1.846153846,27,85,3.148148148
2020Q3,2020,Q3,NHS Forth Valley,Elective Inpatients,1,77,124,1.61038961,76,135,1.776315789
2020Q4,2020,Q4,NHS Forth Valley,Elective Inpatients,1,107,155,1.448598131,111,233,2.099099099
2021Q1,2021,Q1,NHS Forth Valley,Elective Inpatients,1,61,76,1.245901639,62,84,1.35483871
2021Q2,2021,Q2,NHS Forth Valley,Elective Inpatients,1,115,203,1.765217391,115,184,1.6
2021Q3,2021,Q3,NHS Forth Valley,Elective Inpatients,1,97,284,2.927835052,98,292,2.979591837
2021Q4,2021,Q4,NHS Forth Valley,Elective Inpatients,1,100,171,1.71,102,445,4.362745098
2022Q1,2022,Q1,NHS Forth Valley,Elective Inpatients,1,80,106,1.325,81,118,1.456790123
2022Q2,2022,Q2,NHS Forth Valley,Elective Inpatients,1,88,212,2.409090909,88,219,2.488636364
2022Q3,2022,Q3,NHS Forth Valley,Elective Inpatients,1,126,232,1.841269841,130,245,1.884615385
2022Q4,2022,Q4,NHS Forth Valley,Elective Inpatients,1,124,221,1.782258065,126,245,1.944444444
2017Q4,2017,Q4,NHS Forth Valley,Elective Inpatients,2,133,262,1.969924812,134,466,3.47761194
2018Q1,2018,Q1,NHS Forth Valley,Elective Inpatients,2,138,229,1.65942029,140,391,2.792857143
2018Q2,2018,Q2,NHS Forth Valley,Elective Inpatients,2,125,329,2.632,125,392,3.136
2018Q3,2018,Q3,NHS Forth Valley,Elective Inpatients,2,118,241,2.042372881,115,276,2.4
2018Q4,2018,Q4,NHS Forth Valley,Elective Inpatients,2,135,270,2,137,407,2.97080292
2019Q1,2019,Q1,NHS Forth Valley,Elective Inpatients,2,134,252,1.880597015,134,284,2.119402985
2019Q2,2019,Q2,NHS Forth Valley,Elective Inpatients,2,172,330,1.918604651,173,371,2.144508671
2019Q3,2019,Q3,NHS Forth Valley,Elective Inpatients,2,178,322,1.808988764,180,690,3.833333333
2019Q4,2019,Q4,NHS Forth Valley,Elective Inpatients,2,164,307,1.87195122,169,410,2.426035503
2020Q1,2020,Q1,NHS Forth Valley,Elective Inpatients,2,137,190,1.386861314,141,299,2.120567376
2020Q2,2020,Q2,NHS Forth Valley,Elective Inpatients,2,36,58,1.611111111,36,62,1.722222222
2020Q3,2020,Q3,NHS Forth Valley,Elective Inpatients,2,102,153,1.5,102,212,2.078431373
2020Q4,2020,Q4,NHS Forth Valley,Elective Inpatients,2,142,271,1.908450704,145,387,2.668965517
2021Q1,2021,Q1,NHS Forth Valley,Elective Inpatients,2,82,160,1.951219512,81,160,1.975308642
2021Q2,2021,Q2,NHS Forth Valley,Elective Inpatients,2,146,265,1.815068493,147,298,2.027210884
2021Q3,2021,Q3,NHS Forth Valley,Elective Inpatients,2,117,165,1.41025641,120,203,1.691666667
2021Q4,2021,Q4,NHS Forth Valley,Elective Inpatients,2,133,196,1.473684211,135,267,1.977777778
2022Q1,2022,Q1,NHS Forth Valley,Elective Inpatients,2,108,206,1.907407407,110,253,2.3
2022Q2,2022,Q2,NHS Forth Valley,Elective Inpatients,2,156,248,1.58974359,159,274,1.72327044
2022Q3,2022,Q3,NHS Forth Valley,Elective Inpatients,2,152,191,1.256578947,155,223,1.438709677
2022Q4,2022,Q4,NHS Forth Valley,Elective Inpatients,2,196,247,1.260204082,198,280,1.414141414
2017Q4,2017,Q4,NHS Forth Valley,Elective Inpatients,3,150,269,1.793333333,150,462,3.08
2018Q1,2018,Q1,NHS Forth Valley,Elective Inpatients,3,160,362,2.2625,160,513,3.20625
2018Q2,2018,Q2,NHS Forth Valley,Elective Inpatients,3,155,284,1.832258065,160,884,5.525
2018Q3,2018,Q3,NHS Forth Valley,Elective Inpatients,3,136,276,2.029411765,135,385,2.851851852
2018Q4,2018,Q4,NHS Forth Valley,Elective Inpatients,3,167,278,1.664670659,170,441,2.594117647
2019Q1,2019,Q1,NHS Forth Valley,Elective Inpatients,3,156,299,1.916666667,160,604,3.775
2019Q2,2019,Q2,NHS Forth Valley,Elective Inpatients,3,170,284,1.670588235,173,433,2.502890173
2019Q3,2019,Q3,NHS Forth Valley,Elective Inpatients,3,157,260,1.656050955,159,325,2.044025157
2019Q4,2019,Q4,NHS Forth Valley,Elective Inpatients,3,170,273,1.605882353,170,329,1.935294118
2020Q1,2020,Q1,NHS Forth Valley,Elective Inpatients,3,159,231,1.452830189,164,332,2.024390244
2020Q2,2020,Q2,NHS Forth Valley,Elective Inpatients,3,30,44,1.466666667,30,59,1.966666667
