Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2017Q4,,S08000015,,A111H,,Elective Inpatients,,3,,125,318,2.544,,145,489,3.372413793,
2018Q1,,S08000015,,A111H,,Elective Inpatients,,3,,100,283,2.83,,110,418,3.8,
2018Q2,,S08000015,,A111H,,Elective Inpatients,,3,,114,217,1.903508772,,120,302,2.516666667,
2018Q3,,S08000015,,A111H,,Elective Inpatients,,3,,120,232,1.933333333,,130,390,3,
2018Q4,,S08000015,,A111H,,Elective Inpatients,,3,,143,275,1.923076923,,155,410,2.64516129,
2019Q1,,S08000015,,A111H,,Elective Inpatients,,3,,145,230,1.586206897,,150,309,2.06,
2019Q2,,S08000015,,A111H,,Elective Inpatients,,3,,135,280,2.074074074,,150,402,2.68,
2019Q3,,S08000015,,A111H,,Elective Inpatients,,3,,124,375,3.024193548,,130,420,3.230769231,
2019Q4,,S08000015,,A111H,,Elective Inpatients,,3,,100,302,3.02,,110,427,3.881818182,
2020Q1,,S08000015,,A111H,,Elective Inpatients,,3,,95,285,3,,100,324,3.24,
2020Q2,,S08000015,,A111H,,Elective Inpatients,,3,,30,67,2.233333333,,30,80,2.666666667,
2020Q3,,S08000015,,A111H,,Elective Inpatients,,3,,50,195,3.9,,50,288,5.76,
2020Q4,,S08000015,,A111H,,Elective Inpatients,,3,,31,71,2.290322581,,35,124,3.542857143,
2021Q1,,S08000015,,A111H,,Elective Inpatients,,3,,12,27,2.25,,15,58,3.866666667,
2021Q2,,S08000015,,A111H,,Elective Inpatients,,3,,50,130,2.6,,60,214,3.566666667,
2021Q3,,S08000015,,A111H,,Elective Inpatients,,3,,40,128,3.2,,50,150,3,
2021Q4,,S08000015,,A111H,,Elective Inpatients,,3,,20,68,3.4,,20,75,3.75,
2022Q1,,S08000015,,A111H,,Elective Inpatients,,3,,35,135,3.857142857,,35,160,4.571428571,
2022Q2,,S08000015,,A111H,,Elective Inpatients,,3,,50,135,2.7,,54,215,3.981481481,
2022Q3,,S08000015,,A111H,,Elective Inpatients,,3,,60,210,3.5,,70,236,3.371428571,
2022Q4,p,S08000015,,A111H,,Elective Inpatients,,3,,66,278,4.212121212,,81,402,4.962962963,
2017Q4,,S08000015,,A111H,,Elective Inpatients,,4,,133,318,2.390977444,,145,501,3.455172414,
2018Q1,,S08000015,,A111H,,Elective Inpatients,,4,,106,274,2.58490566,,115,366,3.182608696,
2018Q2,,S08000015,,A111H,,Elective Inpatients,,4,,112,241,2.151785714,,115,320,2.782608696,
2018Q3,,S08000015,,A111H,,Elective Inpatients,,4,,122,254,2.081967213,,130,390,3,
2018Q4,,S08000015,,A111H,,Elective Inpatients,,4,,116,237,2.043103448,,120,313,2.608333333,
2019Q1,,S08000015,,A111H,,Elective Inpatients,,4,,143,296,2.06993007,,145,353,2.434482759,
2019Q2,,S08000015,,A111H,,Elective Inpatients,,4,,139,238,1.712230216,,150,412,2.746666667,
2019Q3,,S08000015,,A111H,,Elective Inpatients,,4,,119,258,2.168067227,,125,405,3.24,
2019Q4,,S08000015,,A111H,,Elective Inpatients,,4,,98,273,2.785714286,,103,313,3.038834951,
2020Q1,,S08000015,,A111H,,Elective Inpatients,,4,,75,179,2.386666667,,75,235,3.133333333,
2020Q2,,S08000015,,A111H,,Elective Inpatients,,4,,10,37,3.7,,10,48,4.8,
2020Q3,,S08000015,,A111H,,Elective Inpatients,,4,,29,73,2.517241379,,30,106,3.533333333,
2020Q4,,S08000015,,A111H,,Elective Inpatients,,4,,40,104,2.6,,47,197,4.191489362,
2021Q1,,S08000015,,A111H,,Elective Inpatients,,4,,18,53,2.944444444,,20,95,4.75,
2021Q2,,S08000015,,A111H,,Elective Inpatients,,4,,49,120,2.448979592,,55,184,3.345454545,
2021Q3,,S08000015,,A111H,,Elective Inpatients,,4,,36,88,2.444444444,,45,225,5,
2021Q4,,S08000015,,A111H,,Elective Inpatients,,4,,30,127,4.233333333,,30,130,4.333333333,
2022Q1,,S08000015,,A111H,,Elective Inpatients,,4,,27,115,4.259259259,,30,131,4.366666667,
2022Q2,,S08000015,,A111H,,Elective Inpatients,,4,,47,244,5.191489362,,50,273,5.46,
2022Q3,,S08000015,,A111H,,Elective Inpatients,,4,,60,156,2.6,,65,205,3.153846154,
2022Q4,p,S08000015,,A111H,,Elective Inpatients,,4,,62,113,1.822580645,,70,170,2.428571429,
2017Q4,,S08000015,,A111H,,Elective Inpatients,,5,,75,171,2.28,,85,248,2.917647059,
2018Q1,,S08000015,,A111H,,Elective Inpatients,,5,,68,128,1.882352941,,76,212,2.789473684,
2018Q2,,S08000015,,A111H,,Elective Inpatients,,5,,80,181,2.2625,,85,240,2.823529412,
2018Q3,,S08000015,,A111H,,Elective Inpatients,,5,,82,160,1.951219512,,90,219,2.433333333,
2018Q4,,S08000015,,A111H,,Elective Inpatients,,5,,62,180,2.903225806,,75,815,10.86666667,
2019Q1,,S08000015,,A111H,,Elective Inpatients,,5,,100,212,2.12,,105,320,3.047619048,
2019Q2,,S08000015,,A111H,,Elective Inpatients,,5,,95,162,1.705263158,,95,223,2.347368421,
2019Q3,,S08000015,,A111H,,Elective Inpatients,,5,,70,148,2.114285714,,75,197,2.626666667,
2019Q4,,S08000015,,A111H,,Elective Inpatients,,5,,70,209,2.985714286,,75,351,4.68,
2020Q1,,S08000015,,A111H,,Elective Inpatients,,5,,57,107,1.877192982,,60,165,2.75,
2020Q2,,S08000015,,A111H,,Elective Inpatients,,5,,16,28,1.75,,18,57,3.166666667,
2020Q3,,S08000015,,A111H,,Elective Inpatients,,5,,35,56,1.6,,34,65,1.911764706,
2020Q4,,S08000015,,A111H,,Elective Inpatients,,5,,25,39,1.56,,30,83,2.766666667,
2021Q1,,S08000015,,A111H,,Elective Inpatients,,5,,10,11,1.1,,10,14,1.4,
2021Q2,,S08000015,,A111H,,Elective Inpatients,,5,,40,203,5.075,,47,184,3.914893617,
2021Q3,,S08000015,,A111H,,Elective Inpatients,,5,,25,65,2.6,,35,198,5.657142857,
2021Q4,,S08000015,,A111H,,Elective Inpatients,,5,,35,159,4.542857143,,40,164,4.1,
2022Q1,,S08000015,,A111H,,Elective Inpatients,,5,,19,130,6.842105263,,20,126,6.3,
2022Q2,,S08000015,,A111H,,Elective Inpatients,,5,,29,76,2.620689655,,30,95,3.166666667,
2022Q3,,S08000015,,A111H,,Elective Inpatients,,5,,40,114,2.85,,50,191,3.82,
2022Q4,p,S08000015,,A111H,,Elective Inpatients,,5,,35,100,2.857142857,,40,129,3.225,
2019Q4,,S08000015,,A111H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2017Q4,,S08000016,,B120H,,Elective Inpatients,,1,,26,39,1.5,,25,111,4.44,
2018Q1,,S08000016,,B120H,,Elective Inpatients,,1,,11,14,1.272727273,,10,19,1.9,
2018Q2,,S08000016,,B120H,,Elective Inpatients,,1,,25,30,1.2,,23,35,1.52173913,
2018Q3,,S08000016,,B120H,,Elective Inpatients,,1,,18,21,1.166666667,,19,59,3.105263158,
2018Q4,,S08000016,,B120H,,Elective Inpatients,,1,,12,34,2.833333333,,12,57,4.75,
2019Q1,,S08000016,,B120H,,Elective Inpatients,,1,,17,14,0.823529412,,20,37,1.85,
2019Q2,,S08000016,,B120H,,Elective Inpatients,,1,,26,53,2.038461538,,25,77,3.08,
2019Q3,,S08000016,,B120H,,Elective Inpatients,,1,,22,36,1.636363636,,25,84,3.36,
2019Q4,,S08000016,,B120H,,Elective Inpatients,,1,,15,24,1.6,,15,24,1.6,
2020Q1,,S08000016,,B120H,,Elective Inpatients,,1,,12,10,0.833333333,,13,34,2.615384615,
2020Q2,,S08000016,,B120H,,Elective Inpatients,,1,,5,5,1,,5,5,1,
2020Q3,,S08000016,,B120H,,Elective Inpatients,,1,,5,10,2,,5,10,2,
2020Q4,,S08000016,,B120H,,Elective Inpatients,,1,,5,24,4.8,,5,25,5,
2021Q1,,S08000016,,B120H,,Elective Inpatients,,1,,0,5,,z,0,5,,z
2021Q2,,S08000016,,B120H,,Elective Inpatients,,1,,5,14,2.8,,5,14,2.8,
2021Q3,,S08000016,,B120H,,Elective Inpatients,,1,,0,0,,z,0,6,,z
2021Q4,,S08000016,,B120H,,Elective Inpatients,,1,,10,14,1.4,,10,14,1.4,
2022Q1,,S08000016,,B120H,,Elective Inpatients,,1,,5,6,1.2,,5,10,2,
2022Q2,,S08000016,,B120H,,Elective Inpatients,,1,,5,24,4.8,,10,32,3.2,
2022Q3,,S08000016,,B120H,,Elective Inpatients,,1,,10,18,1.8,,10,18,1.8,
2022Q4,p,S08000016,,B120H,,Elective Inpatients,,1,,10,13,1.3,,10,42,4.2,
2017Q4,,S08000016,,B120H,,Elective Inpatients,,2,,47,53,1.127659574,,50,90,1.8,
2018Q1,,S08000016,,B120H,,Elective Inpatients,,2,,30,34,1.133333333,,30,73,2.433333333,
2018Q2,,S08000016,,B120H,,Elective Inpatients,,2,,57,119,2.087719298,,59,256,4.338983051,
2018Q3,,S08000016,,B120H,,Elective Inpatients,,2,,54,84,1.555555556,,55,102,1.854545455,
2018Q4,,S08000016,,B120H,,Elective Inpatients,,2,,43,111,2.581395349,,45,151,3.355555556,
2019Q1,,S08000016,,B120H,,Elective Inpatients,,2,,47,63,1.340425532,,50,85,1.7,
2019Q2,,S08000016,,B120H,,Elective Inpatients,,2,,51,96,1.882352941,,50,106,2.12,
2019Q3,,S08000016,,B120H,,Elective Inpatients,,2,,53,79,1.490566038,,54,131,2.425925926,
2019Q4,,S08000016,,B120H,,Elective Inpatients,,2,,58,94,1.620689655,,55,115,2.090909091,
2020Q1,,S08000016,,B120H,,Elective Inpatients,,2,,35,45,1.285714286,,36,100,2.777777778,
2020Q2,,S08000016,,B120H,,Elective Inpatients,,2,,10,20,2,,10,24,2.4,
2020Q3,,S08000016,,B120H,,Elective Inpatients,,2,,11,17,1.545454545,,10,20,2,
2020Q4,,S08000016,,B120H,,Elective Inpatients,,2,,33,71,2.151515152,,34,84,2.470588235,
2021Q1,,S08000016,,B120H,,Elective Inpatients,,2,,11,14,1.272727273,,10,16,1.6,
2021Q2,,S08000016,,B120H,,Elective Inpatients,,2,,22,33,1.5,,25,69,2.76,
2021Q3,,S08000016,,B120H,,Elective Inpatients,,2,,35,51,1.457142857,,34,134,3.941176471,
2021Q4,,S08000016,,B120H,,Elective Inpatients,,2,,35,106,3.028571429,,37,162,4.378378378,
2022Q1,,S08000016,,B120H,,Elective Inpatients,,2,,11,18,1.636363636,,10,22,2.2,
2022Q2,,S08000016,,B120H,,Elective Inpatients,,2,,20,44,2.2,,20,54,2.7,
2022Q3,,S08000016,,B120H,,Elective Inpatients,,2,,17,26,1.529411765,,15,32,2.133333333,
2022Q4,p,S08000016,,B120H,,Elective Inpatients,,2,,24,60,2.5,,25,170,6.8,
2017Q4,,S08000016,,B120H,,Elective Inpatients,,3,,113,225,1.991150442,,115,277,2.408695652,
2018Q1,,S08000016,,B120H,,Elective Inpatients,,3,,72,121,1.680555556,,70,168,2.4,
2018Q2,,S08000016,,B120H,,Elective Inpatients,,3,,124,272,2.193548387,,125,411,3.288,
2018Q3,,S08000016,,B120H,,Elective Inpatients,,3,,138,260,1.884057971,,140,374,2.671428571,
2018Q4,,S08000016,,B120H,,Elective Inpatients,,3,,136,285,2.095588235,,140,410,2.928571429,
2019Q1,,S08000016,,B120H,,Elective Inpatients,,3,,105,138,1.314285714,,105,228,2.171428571,
2019Q2,,S08000016,,B120H,,Elective Inpatients,,3,,132,211,1.598484848,,135,257,1.903703704,
2019Q3,,S08000016,,B120H,,Elective Inpatients,,3,,143,242,1.692307692,,145,321,2.213793103,
2019Q4,,S08000016,,B120H,,Elective Inpatients,,3,,128,231,1.8046875,,130,297,2.284615385,
2020Q1,,S08000016,,B120H,,Elective Inpatients,,3,,77,99,1.285714286,,80,169,2.1125,
2020Q2,,S08000016,,B120H,,Elective Inpatients,,3,,30,60,2,,30,71,2.366666667,
2020Q3,,S08000016,,B120H,,Elective Inpatients,,3,,35,48,1.371428571,,35,97,2.771428571,
2020Q4,,S08000016,,B120H,,Elective Inpatients,,3,,69,125,1.811594203,,70,158,2.257142857,
2021Q1,,S08000016,,B120H,,Elective Inpatients,,3,,34,53,1.558823529,,32,101,3.15625,
2021Q2,,S08000016,,B120H,,Elective Inpatients,,3,,74,133,1.797297297,,75,233,3.106666667,
2021Q3,,S08000016,,B120H,,Elective Inpatients,,3,,52,99,1.903846154,,50,141,2.82,
2021Q4,,S08000016,,B120H,,Elective Inpatients,,3,,65,143,2.2,,65,219,3.369230769,
2022Q1,,S08000016,,B120H,,Elective Inpatients,,3,,36,55,1.527777778,,36,103,2.861111111,
2022Q2,,S08000016,,B120H,,Elective Inpatients,,3,,41,79,1.926829268,,40,154,3.85,
2022Q3,,S08000016,,B120H,,Elective Inpatients,,3,,53,94,1.773584906,,55,135,2.454545455,
2022Q4,p,S08000016,,B120H,,Elective Inpatients,,3,,59,101,1.711864407,,55,122,2.218181818,
2017Q4,,S08000016,,B120H,,Elective Inpatients,,4,,91,266,2.923076923,,90,338,3.755555556,
2018Q1,,S08000016,,B120H,,Elective Inpatients,,4,,64,115,1.796875,,63,195,3.095238095,
2018Q2,,S08000016,,B120H,,Elective Inpatients,,4,,78,140,1.794871795,,75,178,2.373333333,
2018Q3,,S08000016,,B120H,,Elective Inpatients,,4,,88,174,1.977272727,,95,262,2.757894737,
2018Q4,,S08000016,,B120H,,Elective Inpatients,,4,,105,226,2.152380952,,105,289,2.752380952,
2019Q1,,S08000016,,B120H,,Elective Inpatients,,4,,78,108,1.384615385,,80,153,1.9125,
2019Q2,,S08000016,,B120H,,Elective Inpatients,,4,,89,188,2.112359551,,90,286,3.177777778,
2019Q3,,S08000016,,B120H,,Elective Inpatients,,4,,99,174,1.757575758,,100,222,2.22,
2019Q4,,S08000016,,B120H,,Elective Inpatients,,4,,75,133,1.773333333,,75,176,2.346666667,
2020Q1,,S08000016,,B120H,,Elective Inpatients,,4,,66,105,1.590909091,,65,140,2.153846154,
2020Q2,,S08000016,,B120H,,Elective Inpatients,,4,,25,56,2.24,,25,66,2.64,
2020Q3,,S08000016,,B120H,,Elective Inpatients,,4,,26,39,1.5,,25,64,2.56,
2020Q4,,S08000016,,B120H,,Elective Inpatients,,4,,42,77,1.833333333,,41,96,2.341463415,
2021Q1,,S08000016,,B120H,,Elective Inpatients,,4,,25,83,3.32,,25,77,3.08,
2021Q2,,S08000016,,B120H,,Elective Inpatients,,4,,60,84,1.4,,62,250,4.032258065,
2021Q3,,S08000016,,B120H,,Elective Inpatients,,4,,51,99,1.941176471,,50,113,2.26,
2021Q4,,S08000016,,B120H,,Elective Inpatients,,4,,59,101,1.711864407,,60,171,2.85,
2022Q1,,S08000016,,B120H,,Elective Inpatients,,4,,30,70,2.333333333,,30,88,2.933333333,
2022Q2,,S08000016,,B120H,,Elective Inpatients,,4,,29,48,1.655172414,,30,58,1.933333333,
2022Q3,,S08000016,,B120H,,Elective Inpatients,,4,,25,40,1.6,,25,50,2,
2022Q4,p,S08000016,,B120H,,Elective Inpatients,,4,,44,84,1.909090909,,45,121,2.688888889,
2017Q4,,S08000016,,B120H,,Elective Inpatients,,5,,20,31,1.55,,21,42,2,
2018Q1,,S08000016,,B120H,,Elective Inpatients,,5,,17,31,1.823529412,,19,50,2.631578947,
2018Q2,,S08000016,,B120H,,Elective Inpatients,,5,,20,45,2.25,,20,61,3.05,
2018Q3,,S08000016,,B120H,,Elective Inpatients,,5,,31,75,2.419354839,,30,94,3.133333333,
2018Q4,,S08000016,,B120H,,Elective Inpatients,,5,,17,39,2.294117647,,17,59,3.470588235,
2019Q1,,S08000016,,B120H,,Elective Inpatients,,5,,15,28,1.866666667,,15,29,1.933333333,
2019Q2,,S08000016,,B120H,,Elective Inpatients,,5,,16,25,1.5625,,16,38,2.375,
2019Q3,,S08000016,,B120H,,Elective Inpatients,,5,,25,41,1.64,,25,48,1.92,
2019Q4,,S08000016,,B120H,,Elective Inpatients,,5,,26,43,1.653846154,,26,61,2.346153846,
2020Q1,,S08000016,,B120H,,Elective Inpatients,,5,,12,19,1.583333333,,15,32,2.133333333,
2020Q2,,S08000016,,B120H,,Elective Inpatients,,5,,0,5,,z,5,36,7.2,
2020Q3,,S08000016,,B120H,,Elective Inpatients,,5,,10,9,0.9,,10,35,3.5,
2020Q4,,S08000016,,B120H,,Elective Inpatients,,5,,15,25,1.666666667,,15,35,2.333333333,
2021Q1,,S08000016,,B120H,,Elective Inpatients,,5,,10,16,1.6,,10,16,1.6,
2021Q2,,S08000016,,B120H,,Elective Inpatients,,5,,19,37,1.947368421,,19,65,3.421052632,
2021Q3,,S08000016,,B120H,,Elective Inpatients,,5,,10,43,4.3,,12,43,3.583333333,
2021Q4,,S08000016,,B120H,,Elective Inpatients,,5,,15,28,1.866666667,,14,32,2.285714286,
2022Q1,,S08000016,,B120H,,Elective Inpatients,,5,,10,18,1.8,,10,38,3.8,
2022Q2,,S08000016,,B120H,,Elective Inpatients,,5,,5,6,1.2,,10,25,2.5,
2022Q3,,S08000016,,B120H,,Elective Inpatients,,5,,10,20,2,,10,29,2.9,
2022Q4,p,S08000016,,B120H,,Elective Inpatients,,5,,11,28,2.545454545,,11,35,3.181818182,
2017Q4,,S08000016,,B120H,,Elective Inpatients,,,:,5,11,2.2,,5,11,2.2,
2018Q1,,S08000016,,B120H,,Elective Inpatients,,,:,5,0,0,,5,8,1.6,
2018Q2,,S08000016,,B120H,,Elective Inpatients,,,:,10,8,0.8,,10,26,2.6,
2018Q3,,S08000016,,B120H,,Elective Inpatients,,,:,5,5,1,,5,11,2.2,
2018Q4,,S08000016,,B120H,,Elective Inpatients,,,:,5,10,2,,5,15,3,
2019Q1,,S08000016,,B120H,,Elective Inpatients,,,:,5,7,1.4,,5,7,1.4,
2019Q2,,S08000016,,B120H,,Elective Inpatients,,,:,11,18,1.636363636,,11,22,2,
2019Q3,,S08000016,,B120H,,Elective Inpatients,,,:,10,11,1.1,,10,11,1.1,
2019Q4,,S08000016,,B120H,,Elective Inpatients,,,:,5,5,1,,5,5,1,
2020Q1,,S08000016,,B120H,,Elective Inpatients,,,:,5,7,1.4,,5,10,2,
2020Q2,,S08000016,,B120H,,Elective Inpatients,,,:,5,5,1,,5,11,2.2,
2020Q3,,S08000016,,B120H,,Elective Inpatients,,,:,5,6,1.2,,5,6,1.2,
2020Q4,,S08000016,,B120H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2021Q1,,S08000016,,B120H,,Elective Inpatients,,,:,0,0,,z,0,5,,z
2021Q2,,S08000016,,B120H,,Elective Inpatients,,,:,0,5,,z,0,5,,z
2021Q3,,S08000016,,B120H,,Elective Inpatients,,,:,5,14,2.8,,5,14,2.8,
2021Q4,,S08000016,,B120H,,Elective Inpatients,,,:,0,6,,z,0,6,,z
2022Q1,,S08000016,,B120H,,Elective Inpatients,,,:,5,10,2,,5,14,2.8,
2022Q2,,S08000016,,B120H,,Elective Inpatients,,,:,5,0,0,,5,0,0,
2022Q3,,S08000016,,B120H,,Elective Inpatients,,,:,0,5,,z,0,5,,z
2022Q4,p,S08000016,,B120H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2017Q4,,S08000016,,S08000016,d,Elective Inpatients,,1,,26,39,1.5,,25,111,4.44,
2018Q1,,S08000016,,S08000016,d,Elective Inpatients,,1,,11,14,1.272727273,,10,19,1.9,
2018Q2,,S08000016,,S08000016,d,Elective Inpatients,,1,,25,30,1.2,,23,35,1.52173913,
2018Q3,,S08000016,,S08000016,d,Elective Inpatients,,1,,18,21,1.166666667,,19,59,3.105263158,
2018Q4,,S08000016,,S08000016,d,Elective Inpatients,,1,,12,34,2.833333333,,12,57,4.75,
2019Q1,,S08000016,,S08000016,d,Elective Inpatients,,1,,17,14,0.823529412,,20,37,1.85,
2019Q2,,S08000016,,S08000016,d,Elective Inpatients,,1,,26,53,2.038461538,,25,77,3.08,
2019Q3,,S08000016,,S08000016,d,Elective Inpatients,,1,,22,36,1.636363636,,25,84,3.36,
2019Q4,,S08000016,,S08000016,d,Elective Inpatients,,1,,15,24,1.6,,15,24,1.6,
2020Q1,,S08000016,,S08000016,d,Elective Inpatients,,1,,12,10,0.833333333,,13,34,2.615384615,
2020Q2,,S08000016,,S08000016,d,Elective Inpatients,,1,,5,5,1,,5,5,1,
2020Q3,,S08000016,,S08000016,d,Elective Inpatients,,1,,5,10,2,,5,10,2,
2020Q4,,S08000016,,S08000016,d,Elective Inpatients,,1,,5,24,4.8,,5,25,5,
2021Q1,,S08000016,,S08000016,d,Elective Inpatients,,1,,0,5,,z,0,5,,z
2021Q2,,S08000016,,S08000016,d,Elective Inpatients,,1,,5,14,2.8,,5,14,2.8,
2021Q3,,S08000016,,S08000016,d,Elective Inpatients,,1,,0,0,,z,0,6,,z
2021Q4,,S08000016,,S08000016,d,Elective Inpatients,,1,,10,14,1.4,,10,14,1.4,
2022Q1,,S08000016,,S08000016,d,Elective Inpatients,,1,,5,6,1.2,,5,10,2,
2022Q2,,S08000016,,S08000016,d,Elective Inpatients,,1,,5,24,4.8,,10,32,3.2,
2022Q3,,S08000016,,S08000016,d,Elective Inpatients,,1,,10,18,1.8,,10,18,1.8,
2022Q4,p,S08000016,,S08000016,d,Elective Inpatients,,1,,10,13,1.3,,10,42,4.2,
2017Q4,,S08000016,,S08000016,d,Elective Inpatients,,2,,47,53,1.127659574,,50,90,1.8,
2018Q1,,S08000016,,S08000016,d,Elective Inpatients,,2,,30,34,1.133333333,,30,73,2.433333333,
2018Q2,,S08000016,,S08000016,d,Elective Inpatients,,2,,57,119,2.087719298,,59,256,4.338983051,
2018Q3,,S08000016,,S08000016,d,Elective Inpatients,,2,,54,84,1.555555556,,55,102,1.854545455,
2018Q4,,S08000016,,S08000016,d,Elective Inpatients,,2,,43,111,2.581395349,,45,151,3.355555556,
2019Q1,,S08000016,,S08000016,d,Elective Inpatients,,2,,47,63,1.340425532,,50,85,1.7,
2019Q2,,S08000016,,S08000016,d,Elective Inpatients,,2,,51,96,1.882352941,,50,106,2.12,
2019Q3,,S08000016,,S08000016,d,Elective Inpatients,,2,,53,79,1.490566038,,54,131,2.425925926,
2019Q4,,S08000016,,S08000016,d,Elective Inpatients,,2,,58,94,1.620689655,,55,115,2.090909091,
2020Q1,,S08000016,,S08000016,d,Elective Inpatients,,2,,35,45,1.285714286,,36,100,2.777777778,
2020Q2,,S08000016,,S08000016,d,Elective Inpatients,,2,,10,20,2,,10,24,2.4,
2020Q3,,S08000016,,S08000016,d,Elective Inpatients,,2,,11,17,1.545454545,,10,20,2,
2020Q4,,S08000016,,S08000016,d,Elective Inpatients,,2,,33,71,2.151515152,,34,84,2.470588235,
2021Q1,,S08000016,,S08000016,d,Elective Inpatients,,2,,11,14,1.272727273,,10,16,1.6,
2021Q2,,S08000016,,S08000016,d,Elective Inpatients,,2,,22,33,1.5,,25,69,2.76,
2021Q3,,S08000016,,S08000016,d,Elective Inpatients,,2,,35,51,1.457142857,,34,134,3.941176471,
2021Q4,,S08000016,,S08000016,d,Elective Inpatients,,2,,35,106,3.028571429,,37,162,4.378378378,
2022Q1,,S08000016,,S08000016,d,Elective Inpatients,,2,,11,18,1.636363636,,10,22,2.2,
2022Q2,,S08000016,,S08000016,d,Elective Inpatients,,2,,20,44,2.2,,20,54,2.7,
2022Q3,,S08000016,,S08000016,d,Elective Inpatients,,2,,17,26,1.529411765,,15,32,2.133333333,
2022Q4,p,S08000016,,S08000016,d,Elective Inpatients,,2,,24,60,2.5,,25,170,6.8,
2017Q4,,S08000016,,S08000016,d,Elective Inpatients,,3,,113,225,1.991150442,,115,277,2.408695652,
2018Q1,,S08000016,,S08000016,d,Elective Inpatients,,3,,72,121,1.680555556,,70,168,2.4,
2018Q2,,S08000016,,S08000016,d,Elective Inpatients,,3,,124,272,2.193548387,,125,411,3.288,
2018Q3,,S08000016,,S08000016,d,Elective Inpatients,,3,,138,260,1.884057971,,140,374,2.671428571,
2018Q4,,S08000016,,S08000016,d,Elective Inpatients,,3,,136,285,2.095588235,,140,410,2.928571429,
2019Q1,,S08000016,,S08000016,d,Elective Inpatients,,3,,105,138,1.314285714,,105,228,2.171428571,
2019Q2,,S08000016,,S08000016,d,Elective Inpatients,,3,,132,211,1.598484848,,135,257,1.903703704,
2019Q3,,S08000016,,S08000016,d,Elective Inpatients,,3,,143,242,1.692307692,,145,321,2.213793103,
2019Q4,,S08000016,,S08000016,d,Elective Inpatients,,3,,128,231,1.8046875,,130,297,2.284615385,
2020Q1,,S08000016,,S08000016,d,Elective Inpatients,,3,,77,99,1.285714286,,80,169,2.1125,
2020Q2,,S08000016,,S08000016,d,Elective Inpatients,,3,,30,60,2,,30,71,2.366666667,
2020Q3,,S08000016,,S08000016,d,Elective Inpatients,,3,,35,48,1.371428571,,35,97,2.771428571,
2020Q4,,S08000016,,S08000016,d,Elective Inpatients,,3,,69,125,1.811594203,,70,158,2.257142857,
2021Q1,,S08000016,,S08000016,d,Elective Inpatients,,3,,34,53,1.558823529,,32,101,3.15625,
2021Q2,,S08000016,,S08000016,d,Elective Inpatients,,3,,74,133,1.797297297,,75,233,3.106666667,
2021Q3,,S08000016,,S08000016,d,Elective Inpatients,,3,,52,99,1.903846154,,50,141,2.82,
2021Q4,,S08000016,,S08000016,d,Elective Inpatients,,3,,65,143,2.2,,65,219,3.369230769,
2022Q1,,S08000016,,S08000016,d,Elective Inpatients,,3,,36,55,1.527777778,,36,103,2.861111111,
2022Q2,,S08000016,,S08000016,d,Elective Inpatients,,3,,41,79,1.926829268,,40,154,3.85,
2022Q3,,S08000016,,S08000016,d,Elective Inpatients,,3,,53,94,1.773584906,,55,135,2.454545455,
2022Q4,p,S08000016,,S08000016,d,Elective Inpatients,,3,,59,101,1.711864407,,55,122,2.218181818,
2017Q4,,S08000016,,S08000016,d,Elective Inpatients,,4,,91,266,2.923076923,,90,338,3.755555556,
2018Q1,,S08000016,,S08000016,d,Elective Inpatients,,4,,64,115,1.796875,,63,195,3.095238095,
2018Q2,,S08000016,,S08000016,d,Elective Inpatients,,4,,78,140,1.794871795,,75,178,2.373333333,
2018Q3,,S08000016,,S08000016,d,Elective Inpatients,,4,,88,174,1.977272727,,95,262,2.757894737,
2018Q4,,S08000016,,S08000016,d,Elective Inpatients,,4,,105,226,2.152380952,,105,289,2.752380952,
2019Q1,,S08000016,,S08000016,d,Elective Inpatients,,4,,78,108,1.384615385,,80,153,1.9125,
